"V1","post_id","image_id","insta_objects","caption","time_post","likes","num_comments","loc_id","loc_name","loc_zip","loc_city","area","dest","sample","date","month","year","day","dest_id"
3270,"ByUiFIsH-KV","5d59411286e809344e10e179_ByUiFIsH-KV_5.jpg","","More of #torquase #malta #nofilters #travel #photography #world #medditeranean #malta<U+0001F1F2><U+0001F1F9> #comino #bluelagoon",1559722114,69,NA,2791182751020974,"Blue Lagoon, Comino, Malta","","Qala, Malta",4,40,0,2019-06-05,6,2019,5,1
185173,"B0YdAPQo24S","5d5abe9986e8094271d0d91b_B0YdAPQo24S_0.jpg"," cloud, sky, tree, outdoor and nature","Visit Nafplio,the first capital of the independent Greek State.On the top you can see the impressive Palamidi castle with the best view spot
-
-
-
Book you your NOW and enjoy Greece <U+0001F1EC><U+0001F1F7><U+0001F1EC><U+0001F1F7><U+0001F1EC><U+0001F1F7><U+0001F51D><U+0001F51D><U+0001F51D>
Bookings at info@athensexperiences.gr or (+30)6941669351 (WhatsApp, Viber)
#athensexperiences #athens #citytours #in_athens #wu_greece #unlimitedgreece #wu_greece19 #greece #greecepix #eros_greece #urban_greece #peloponnese_gr #reasontovisitgreece #thisisathens #visitgreece #traveladdict #travelwithaninsider #ig_greece #peugeottraveller",1564148637,65,0,228652208,"Náfplio, Greece","","Náfplio, Greece",2,22,1,2019-07-26,7,2019,26,0
61049,"B0WS41Mnx8e","5d5918f486e809344e106400_B0WS41Mnx8e_0.jpg"," one or more people, people standing and outdoor","Looking forward to my mother visiting me in a weeks time! #Summer #Malta #Capetown #Mother #Son #motherandson #Valletta #Stone #Feasts #Family",1564076225,67,NA,NA,"","","",4,40,1,2019-07-25,7,2019,25,1
193073,"B0tgZmsl5Iq","5d5ab7b386e8094271d0c8db_B0tgZmsl5Iq_4.jpg","","Athens, city of ancient Greek history. We've had a chance to see Zeus's temple. Then we hiked to the top of the Athens, place called Acropolis. The view from there is breathtaking and hard to describe. One of the top things to do for travelers or anybody else that goes to Athens. I mean who doesn't want to be a traveler right? Greek culture and people are so nice and different.
#traveling #travelcouple #travel #greece #athens #athensgreece #adventure",1564855061,48,0,213076173,"Athens, Greece","","Athens, Greece",2,22,0,2019-08-03,8,2019,3,0
170332,"Bz0gWJyi30p","5d34a14086e8096c3160928d_Bz0gWJyi30p_0.jpg"," sky and outdoor","#greece #athens #ancient #travel #arch #acropolis #amazing #instalike #picoftheday #summer",1562942430,8,NA,236070094,"Arch of Hadrian","105 57","Athens, Greece",2,22,1,2019-07-12,7,2019,12,0
105341,"B13w-o7HNDW","5d8e578c8b5f3a513cf44fb1_B13w-o7HNDW_0.jpg"," indoor","The Mdina Cathedral Museum has been undergoing refurbishment. Here's a sneak peek of the newly refurbished Grande Hall, soon to be open for visitors
.
#Repost from @mdina_metropolitan_chapter
.
.
The APS Mdina Cathedral Contemporary Art Biennale 2020 | 13 March - 18 April 2020 | Mdina Cathedral Museum
.
.
.
.
.
#medieval #choirstalls #choir #latemedievalmalta #latemedieval #mdina #mdinacathedral #mdinacathedralmuseum #museum #malta #silentcity #medievalmalta",1567346781,9,0,222667676,"Mdina, Malta","","Mdina, Malta",4,40,1,2019-09-01,9,2019,1,1
36705,"BzgNH1qIgcd","5d34179286e8091ae491d9e9_BzgNH1qIgcd_0.jpg"," one or more people and outdoor","#malta  #cafedelmarmalta #holidays #friends #summer #poolparty #2k19",1562261263,33,NA,235407044,"Café del Mar Malta","SPB 1500","San Pawl il-Bahar",4,40,1,2019-07-04,7,2019,4,1
185763,"B0azr25JjuB","5d5abdef86e8094271d0d795_B0azr25JjuB_1.jpg","","*sees animal* *attempts to just casually walk by*  #greece #athens #cats #travel #greek #explore #nice #kitty #animals #strays",1564227638,138,5,213076173,"Athens, Greece","","Athens, Greece",2,22,0,2019-07-27,7,2019,27,0
120820,"B2Zj_xQnYvl","5d8e4d098b5f3a513cf42ebe_B2Zj_xQnYvl_0.jpg"," sky and outdoor","Beautiful Gozo, well worth the ferry trip! #gozo #malta #wheresthenearestbar",1568480825,14,0,NA,"","","",4,40,1,2019-09-14,9,2019,14,1
218847,"B1v2MaboE4V","5d8f181b86e80933b9c9de3d_B1v2MaboE4V_4.jpg","","#acropolis #athens #greeceholiday",1567081080,52,0,NA,"","","",2,22,0,2019-08-29,8,2019,29,0
77849,"B0-u8_2C4jd","5d590c6886e809344e103ef8_B0-u8_2C4jd_0.jpg"," ocean, sky, outdoor, water and nature","#nofilter #insta #instapic #instaday #instagram #instagood  #sea #pictureoftheday  #beautiful #beautifuldestinations #beautifulplaces  #travel #travelblogger #travelholic  #landscape #nature #landscapephotography  #travelphotography #seaside #malta #comino",1565433116,486,4,NA,"","","",4,40,1,2019-08-10,8,2019,10,1
60757,"B0Wa95gCSa6","5d5918e286e809344e1063db_B0Wa95gCSa6_0.jpg"," car and outdoor","Throwback to 2013 in Malta. <U+0001F1F2><U+0001F1F9> Need a sun holiday soon <U+0001F914> <U+0001F31E> #Malta #throwbackthursday #bentleycontinentalgt",1564080460,9,0,215986867,"Sliema, Malta","","Sliema, Malta",4,40,1,2019-07-25,7,2019,25,1
88886,"B1T--O7iZre","5d8e62ed8b5f3a513cf4744f_B1T--O7iZre_2.jpg","","#malta #valletta #holidays #summer",1566146158,35,0,219990830,"Valletta, Malta","","Valletta, Malta",4,40,0,2019-08-18,8,2019,18,1
57982,"B0OMuvao1hm","5d591b6e86e809344e106c3a_B0OMuvao1hm_0.jpg"," sky and outdoor","<U+0001F1F2><U+0001F1F9><U+0001F60D><U+0001F4F8> #voyage #travel #instagram #instatravel #moment #memories #happy #malta #tourism #photography #instamoment #discover #friends #joy #souvenirs #lifestyle #share #instamoment #beautytips #experience #luck #dream #visiting #traveling #trip #backpack #roadtrip #panorama #simplelife #landscape #picoftheday",1563804561,15,0,225491,"Victoria, Malta","","Victoria, Malta",4,40,1,2019-07-22,7,2019,22,1
118274,"B2UOTUHF9p1","5d8e4ee68b5f3a513cf43432_B2UOTUHF9p1_4.jpg","","Being a self confessed history nerd and a huge royalist, I couldn’t come to Malta without visiting the home that Her Majesty the Queen lived in with Prince Phillip, while he was stationed here in the Royal Navy. 
At the time she was know as Her Royal Highness Princess Elizabeth, Duchess of Edinburgh. 
The house was actually open today for the preview of an auction taking place this week, so it was possible to walk through the house. (Unfortunately they were super strict with a no photos policy though) 
It is hard to see the building and interior in such a poor state of repair though. .
.
.
.
#malta #villaguardamangia #royalfamily",1568301679,264,2,1031775390,"Villa Guardamangia","","Gwardamanga, Malta",4,40,0,2019-09-12,9,2019,12,1
45013,"Bz0U7quJUaE","5d34114386e8091ae491c7f4_Bz0U7quJUaE_2.jpg","","Beautiful view of Balluta Bay <U+2600><U+FE0F> <U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800><U+2800> #ballutabay #malta #stjulians #views #bluesky #summer #vacation #instaphotography #travel #travelphotography #tourist #travelblog #traveller #travelblogger #maltaphotography #catparkmalta #graffiti #ocean #blue #bay #beach #city #cat #lovetravel #skyscrappers #oceanview #maltacity #park #harbour #mappingtheworldthroughtravel",1562936446,76,NA,133045313402437,"Balluta Bay","","San Giljan",4,40,0,2019-07-12,7,2019,12,1
160574,"Bza3nz8IQR4","5d5ad3d886e8094271d10ab8_Bza3nz8IQR4_9.jpg","","This is a post about conservation of natural treasures, such as National Parks similar to Parnitha, Athens (Greece) . 12 years ago this beautiful fir tree forest was destroyed by a devastating fire. The fire burned about 25 milion square meters of forest. The forest never revived, even with few (failed) reforestation attempts. Ultimately, there was no clear constructive attempt to bring back the forest, probably due to low political will. As you see in the pictures, what is left is only low grass and some bushes. The lone black pine trees from an older reforestation attempt are infertile, as they need a higher altitudes to reproduce. It's just sad to walk by this beautiful place which brings life to 5+ million people and only few understand its significance. Please check WWFs video about the fire and if you are visiting Athens, try to take a respectful walk around the many magic paths Parnitha offers. #running #trailrunning #mountains #Parnitha #Athens #wwf @wwfgreece #nature #forest https://m.youtube.com/watch?feature=youtu.be&v=O3Md37Wybvk",1562082218,15,1,213076173,"Athens, Greece","","Athens, Greece",2,22,0,2019-07-02,7,2019,2,0
98874,"B1nSmLIoKzy","5d8e5ccd8b5f3a513cf45ff2_B1nSmLIoKzy_0.jpg","","A #beautiful #family from #malta came to taste our #bougatsa and learn us their #pastizzi !! #bougatsabantis #thessaloniki #tourism #tripadvisor #bandis #bantis #foodtraveller #phyllo #foodstory #bougatsa_ambassador",1566793981,86,0,994611204,"<U+03A0>a<U+03C1>ad<U+03BF>s<U+03B9>a<U+03BA><U+03CC> <U+039C>p<U+03BF><U+03C5><U+03B3>atsat<U+03B6><U+03AF>d<U+03B9><U+03BA><U+03BF> """"<U+039C>pa<U+03BD>t<U+03AE><U+03C2>""""","54632","Thessaloníki",4,40,1,2019-08-26,8,2019,26,1
67719,"B0l6NKUop_H","5d59143a86e809344e10555c_B0l6NKUop_H_0.jpg","","Petit tour en bateau avec les copains <U+0001F6A4> #malta #holidays #boat #trip #friends #sea #waves #smile",1564600155,32,0,473700196461061,"Inland Sea","SLZ 1323","San Lawrenz, Malta",4,40,1,2019-07-31,7,2019,31,1
192485,"B0tlmMwpupK","5d5ab7a686e8094271d0c8ba_B0tlmMwpupK_1.jpg","","It was nice to see again my friends<U+2764><U+FE0F><U+2764><U+FE0F> #Athens #Greece #Monastiraki #Friends #moment #nicemoment #holiday",1564857785,47,4,213076173,"Athens, Greece","","Athens, Greece",2,22,0,2019-08-03,8,2019,3,0
134304,"B26EmG3ondv","5d8e431e8b5f3a513cf41125_B26EmG3ondv_1.jpg","","Gozo czyli mniejsza siostra Malty. R. dotarl tu wczoraj. Jak sam mówi w koncu przyszedl czas na plaze! Ale ale nie bylabym soba gdybym go nie zapytala czy cos zwiedzil <U+0001F602>. Gdy stwierdzil ze „moze wieczorem...”, wyslalam go na Cytadele w stolicy wyspy - Victorii (zwanej tez Rabat). No nie powiem, dal rade. Zdjecia które mi podeslal sa urzekajace. Rozciaga sie z nich widok na wiekszosc wyspy! Zobaczcie sami <U+0001F970>. #malta #gozo #bluelagoon #podróze #zachodslonca #widok #podrózemaleiduze #podrozowanie #miasto #architecture #architektura #thatview #sunset #oldcity #wakacje #evening #landscape #travelguide #travelling_europe #insttravel #sky #podrozniczka #travelbug",1569571658,97,2,230135662,"Cittadella (Gozo)","96410","Coatzacoalcos",4,40,0,2019-09-27,9,2019,27,1
99094,"B1nSmLIoKzy","5d8e5ccd8b5f3a513cf45ff2_B1nSmLIoKzy_1.jpg","","A #beautiful #family from #malta came to taste our #bougatsa and learn us their #pastizzi !! #bougatsabantis #thessaloniki #tourism #tripadvisor #bandis #bantis #foodtraveller #phyllo #foodstory #bougatsa_ambassador",1566793981,86,0,994611204,"<U+03A0>a<U+03C1>ad<U+03BF>s<U+03B9>a<U+03BA><U+03CC> <U+039C>p<U+03BF><U+03C5><U+03B3>atsat<U+03B6><U+03AF>d<U+03B9><U+03BA><U+03BF> """"<U+039C>pa<U+03BD>t<U+03AE><U+03C2>""""","54632","Thessaloníki",4,40,0,2019-08-26,8,2019,26,1
149728,"By-H-eJlKvK","5d5ade9786e8094271d12316_By-H-eJlKvK_4.jpg","","<U+0001F1EC><U+0001F1F7><U+0001F3DB> #travel #greece #athens #athenas #greek",1561117714,39,1,981959555291095,"Ágora De Atenas - <U+0391><U+03C1><U+03C7>a<U+03AF>a <U+0391><U+03B3><U+03BF><U+03C1><U+03AC> t<U+03B7><U+03C2> <U+0391><U+03B8><U+03AE><U+03BD>a<U+03C2>","","Athens, Greece",2,22,0,2019-06-21,6,2019,21,0
178874,"B0JxjwWiGfg","5d8f375586e80933b9ca2f56_B0JxjwWiGfg_6.jpg","","An incredible adventure with the best company <U+2708><U+FE0F><U+0001F688><U+0001F6A2><U+0001F3DB> #greece<U+0001F1EC><U+0001F1F7> #athens #brotherhood #acropolis #archeology #lovefortravel #postureo #sunburn #mustrepeat",1563656097,41,4,603385607,"Grecia","00187","Grecia, Costa Rica",2,22,0,2019-07-20,7,2019,20,0
126766,"B2l8X-dobq4","5d8e49338b5f3a513cf42317_B2l8X-dobq4_0.jpg"," sky, ocean, outdoor and water","#maltasunset #malta #sliemamalta #sliema #maltaharbour #barche #lampione #livinmalta #maltavacation #vacationmalta #visitmalta #lavalletta",1568896259,23,0,215986867,"Sliema, Malta","","Sliema, Malta",4,40,1,2019-09-19,9,2019,19,1
212935,"B1hK3RhHcX6","5d8f1c7086e80933b9c9e9c5_B1hK3RhHcX6_2.jpg","","Dinner with the best view!<U+0001F60D><U+0001F60D><U+0001F60D> #traveler #travelpamore #athens #greece",1566588600,50,0,73453549,"A for Athens Cocktail Bar","10554","Athens, Greece",2,22,0,2019-08-23,8,2019,23,0
186231,"B0anwd5nSFX","5d5abe0686e8094271d0d7c4_B0anwd5nSFX_0.jpg"," one or more people, people standing, shoes and outdoor","#evzones #evzonesofgreece #evzonesguards #presidentialguard #presidentialguardsofgreece #evzonoi #athens #greece #2019 #vacation #vacationmode #nikon #nikond5300 #hobbyphotographer #hobby #silhouette #march #marching #discipline",1564221384,85,7,213076173,"Athens, Greece","","Athens, Greece",2,22,1,2019-07-27,7,2019,27,0
58439,"B0RMB3kgKsu","5d591a6c86e809344e10686f_B0RMB3kgKsu_0.jpg","","Keep it simple.... MALTA <U+0001F1F2><U+0001F1F9> #malta #malta<U+0001F1F2><U+0001F1F9> #maltaphotography #maltatoday #maltaisland #gozo #gozophotography #comino #cominoisland #bluelagoon #mediterranean #holiday #holidaylook #vacation #vacay #goodvibes #family #sea #relaxation",1563904856,27,1,1587672494894302,"Malta, Gozo & Comino","SPB","Bugibba",4,40,1,2019-07-23,7,2019,23,1
62273,"B0cFO8cHjXL","5d59173a86e809344e105ebe_B0cFO8cHjXL_5.jpg","","<U+0001F1F2><U+0001F1F9> #malta #mdina #gate #silentcity #wonderful_places #walk #explore #travel #travelling #travelphotography #traveler #instatravel #instaphoto #instalike #photooftheday #photo #gameofthrones #discover #visitmalta #beautifuldestinations #holiday #likeforlikes #likeforfollow #instalike @gameofthrones #wakacje",1564270392,25,0,899970180161241,"Mdina, the Silent City","","L-Imdina, Malta",4,40,0,2019-07-27,7,2019,27,1
7228,"ByfsLSlik9L","5d593d9786e809344e10d656_ByfsLSlik9L_1.jpg","","The magnificence of nature <U+0001F60D><U+0001F60D><U+0001F60D> #bluegrottomalta #bluegrotto #malta #<U+0001F1F2><U+0001F1F9> #<U+0001F499> #crystalwater #beautifulview #visitmalta #exploremalta #travel #vacation #nature #beautifuldestination",1560096506,44,4,215718701,"Blue Grotto (Malta)","","Iz-Zurrieq, Malta",4,40,0,2019-06-09,6,2019,9,1
84771,"B1L3yBTHSsN","5d5907ce86e809344e10312e_B1L3yBTHSsN_0.jpg","","#tbt #paragliding #bucketlistadventure #summer2019 #familyholiday #malta",1565873952,13,3,NA,"","","",4,40,1,2019-08-15,8,2019,15,1
152566,"BzDsSvLBYZX","5d5adc8886e8094271d11dd0_BzDsSvLBYZX_0.jpg"," sky and outdoor","#greece #athens #nationalgeographic #pictureoftheday #aroundtheworld #picoftheday #travel_photogallery #travel #natgeo #nationalgeographic",1561304526,24,0,217025802,"Ancient Agora of Athens","","",2,22,1,2019-06-23,6,2019,23,0
67347,"B0khSqNo3YX","5d5914d486e809344e105720_B0khSqNo3YX_0.jpg","","Valletta! Zaczynam Maltowy spam. <U+0001F92A> #malta #valletta #polishboy #vacation #beautiful #manfashion #ck #instagood #instamood #picoftheday #lightroom #preset #view",1564553538,141,2,219990830,"Valletta, Malta","","Valletta, Malta",4,40,1,2019-07-31,7,2019,31,1
227996,"B2Hh3Jdib9N","5d8f107386e80933b9c9cc34_B2Hh3Jdib9N_0.jpg"," people standing","||You must learn who is gold and who is gold plated. #summer #greece #athens #ootd #potd #dapper #menstyle #fashion #streetstyle #style #me #travelgram #picoftheday #photooftheday #me #man #xiaomiredminote6pro #nikon #statigram #italianstyle  #igtravel #instalifo #instadaily #instalike #l4l #f4f #instagood #ig_greece #ilmassimogreco",1567875726,216,6,213076173,"Athens, Greece","","Athens, Greece",2,22,1,2019-09-07,9,2019,7,0
162977,"Bzf6Pm2HMT4","5d5ad24386e8094271d107a2_Bzf6Pm2HMT4_0.jpg"," one or more people and outdoor","You won’t get to enjoy the journey if you don’t take that 1st step ! #panthenaicstadium  #history  #sports #athens #greece #summertrip #legday",1562251365,63,2,213671400,"Panathenaic Stadium","11635","Athens, Greece",2,22,1,2019-07-04,7,2019,4,0
33368,"BzYow49oB4T","5d3419b186e8091ae491e05d_BzYow49oB4T_5.jpg","","#holidaypics #summercamp #friends #sun #swimmingpool #chill #malta #thebesttime #thebestmoments",1562007319,119,NA,NA,"","","",4,40,0,2019-07-01,7,2019,1,1
5800,"Bya4RdunJ2e","5d593f0586e809344e10da9e_Bya4RdunJ2e_1.jpg","","<U+0001F1F2><U+0001F1F9> #naturephotography #nofilter #lastmonth #malta #holidays #bluelagoon #sunlovers",1559935076,90,NA,863500480445548,"Coral Lagoon Malta","","Il-Mellieha, Malta",4,40,0,2019-06-07,6,2019,7,1
166810,"BzsmiWwIIDg","5d34a42a86e8096c3160995e_BzsmiWwIIDg_0.jpg"," one or more people, people standing, car and outdoor","#cars #carspotters #viral #dukes #dukesofhazzard #generallee #best # #holiday #leros #athens #greece #dodgecharger #mopar #generalleeofgreece",1562677240,22,NA,NA,"","","",2,22,1,2019-07-09,7,2019,9,0
249080,"B26i75WAwwv","5d8efd0486e80933b9c9a16d_B26i75WAwwv_0.jpg"," indoor","Building work on the bathroom and kitchen starts next week and we're hoping to rent out to friends and family from 2020 <U+0001F64C> #project @e_j_c_1 #athens #holiday #citybreak",1569587565,22,1,213076173,"Athens, Greece","","Athens, Greece",2,22,1,2019-09-27,9,2019,27,0
104769,"B10n2ngneMd","5d8e588b8b5f3a513cf452cf_B10n2ngneMd_0.jpg"," one or more people, people standing, phone and selfie","Day 6 #hilton #holiday #malta #lookoftheday #summer #sunny #morning #selfie",1567241333,5,0,189562161744230,"Hilton Malta","PTM 01","Saint Julian'S, Malta",4,40,1,2019-08-31,8,2019,31,1
96076,"B1j2scni5bD","5d8e5dc18b5f3a513cf46334_B1j2scni5bD_5.jpg","","A little part of Malta <U+2600><U+FE0F> #malte #malta #<U+BAB0><U+D0C0> #<U+0001F1F2><U+0001F1F9> #travel #<U+C5EC><U+D589> #popeyevillage #ghadirabay #ghajnbay #bugibba #vacances #holidays #<U+D734><U+AC00> #landscape #<U+D48D><U+ACBD> #sea #<U+BC14><U+B2E4> #mediterrannee #summer #<U+C5EC><U+B984> #<U+0001F321>",1566678689,48,5,243916039,"Malta","","",4,40,0,2019-08-24,8,2019,24,1
138703,"ByiCdQ3AzMe","5d5ae96086e8094271d13bd5_ByiCdQ3AzMe_6.jpg","","Aproveitando Atenas... <U+0001F1EC><U+0001F1F7><U+0001F1E7><U+0001F1F7> #athens #atenas #greece #europe #hadriansarch #zappion #nationalgardens #greekparliament #cathedral #plaka #panathinaikon #stadium #history #botafogo #soubotafogo #pic #travelphotography",1560175296,56,NA,213076173,"Athens, Greece","","Athens, Greece",2,22,0,2019-06-10,6,2019,10,0
238498,"B2gXk0xIoxh","5d8f071286e80933b9c9b6cf_B2gXk0xIoxh_4.jpg","","#greece #athens #sounio #tempelofposeidon #sunset #holidays #beautifulplaces #herosdeagostinis #love<U+2665><U+FE0F> #happygirl #<U+2665><U+FE0F> #herosdeag",1568709194,92,4,NA,"","","",2,22,0,2019-09-17,9,2019,17,0
168318,"BzvBwRkFN3r","5d34a35586e8096c31609750_BzvBwRkFN3r_2.jpg","","Taking a wine break at Schliemann’s villa #schliemann #villas #athens #summervacation",1562758619,28,NA,415973581917405,"<U+039D><U+03BF>µ<U+03B9>sµat<U+03B9><U+03BA><U+03CC> <U+039C><U+03BF><U+03C5>se<U+03AF><U+03BF> <U+0391><U+03B8><U+03B7><U+03BD><U+03CE><U+03BD>","","Athens, Greece",2,22,0,2019-07-10,7,2019,10,0
195022,"B0x-JfaIvO2","5d5ab67e86e8094271d0c54c_B0x-JfaIvO2_1.jpg","","#atene#athens#atina#greece#grecia#greek#top#wow#picoftheday#photography#photooftheday#ph#story#history#sonya7ii#sonya#a7ii#instagood#instalove#holiday#summer#sun",1565004875,12,0,215139440,"Temple of Olympian Zeus, Athens","105 57","Athens, Greece",2,22,0,2019-08-05,8,2019,5,0
204271,"B1LcDt6oEdb","5d5aaea786e8094271d0b06d_B1LcDt6oEdb_0.jpg"," sky, tree, outdoor and nature","#athenes #athens #greece #summer #greeksummer #instagreece #instaathens #instagreecelovers #greecelovers #foododporn #octopus #discoverathens #visitgreece #picoftheday #travel #travelphotography #kyklades #greekisland #greekislands #landscape #landscapephotography #architecture #architectureporn #architecturelovers #architecturephotography #athenscity #parthenon #acropolis #pink #sunset",1565859417,34,NA,213076173,"Athens, Greece","","Athens, Greece",2,22,1,2019-08-15,8,2019,15,0
12251,"Byp1ig5B7_l","5d593a6886e809344e10cc57_Byp1ig5B7_l_6.jpg","","Vistas espectaculares <U+0001F970><U+0001F1F2><U+0001F1F9><U+0001F6F3> #ThirdStop #Malta #MyBdayTrip #LaPeseta #Valletta #travel #memories #goals #eurotrip2019",1560436959,35,0,2016885055204028,"Malta,la Valleta","","Gzira",4,40,0,2019-06-13,6,2019,13,1
209971,"B1YiW6ugZfs","5d8f1f4786e80933b9c9f117_B1YiW6ugZfs_9.jpg","","Explored #Acropolis, a site of once a great civilization! Such a surreal experience to see the ruins from thousands of years ago. I felt like I traveled back in time.. <U+0001F970> #athens #greece #bucketlist #travelgoals #blessed",1566298928,56,3,331263361,"Acropolis","","Athens, Greece",2,22,0,2019-08-20,8,2019,20,0
137587,"ByfSYEpofro","5d5aeaa186e8094271d13e6d_ByfSYEpofro_7.jpg","","#instatravel #greece #athens #instagay #travelgram #acropolis",1560082979,114,1,193317274863721,"Acropolis - Parthenon, Athens, Greece","","Athens, Greece",2,22,0,2019-06-09,6,2019,9,0
137693,"ByevKklCYzJ","5d5aeaf086e8094271d13f1a_ByevKklCYzJ_0.jpg"," cloud, sky, outdoor and nature","<U+0427><U+0442><U+043E> <U+0436>, <U+043D><U+0435> <U+0437><U+0440><U+044F> <U+043A><U+0430><U+0440><U+0430><U+0431><U+043A><U+0430><U+043B><U+0441><U+044F>. <U+041A><U+0430><U+043A> <U+0432><U+0430><U+043C> <U+0432><U+0438><U+0434>? #<U+0410><U+0444><U+0438><U+043D><U+044B> #<U+0413><U+0440><U+0435><U+0446><U+0438><U+044F> #<U+0430><U+0442><U+044B><U+0441><U+0438><U+0434><U+0438><U+0434><U+043E><U+043C><U+0430> #Athens #Greece #travel",1560064518,33,1,213076173,"Athens, Greece","","Athens, Greece",2,22,1,2019-06-09,6,2019,9,0
65888,"B0jEwKTHqvV","5d59152886e809344e10583e_B0jEwKTHqvV_0.jpg"," one or more people, people standing, people walking, shoes and outdoor","<U+2600><U+FE0F>#realunicornshavecurves #holiday #malta #medina #shineeverydamnday #smileisfree",1564505021,196,0,222667676,"Mdina, Malta","","Mdina, Malta",4,40,1,2019-07-30,7,2019,30,1
153590,"BzGOjnygKWL","5d5adb9686e8094271d11b7b_BzGOjnygKWL_0.jpg"," plant, tree, outdoor and nature","Love this hidden place in the middle of Athens #anafiotika #anafiotikaplaka #plaka #athens #athensplaka #photography #landscapephotography #landscape #traveling #travelphotography #wanderlust #photographer #photosofathens #photosofgreece #greece #photographeringreece #ancientgreece",1561389599,105,2,498685284,"Anafiotika","","",2,22,1,2019-06-24,6,2019,24,0
195734,"B01pjszDMtK","5d5ab53786e8094271d0c1bd_B01pjszDMtK_0.jpg","","<U+0001F49B><U+0001F1EC><U+0001F1F7><U+2728> #summer #athens #greece #instatravel",1565128298,85,3,272010606,"Ayía Paraskeví, Attiki, Greece","","Ayía Paraskeví, Attiki, Greece",2,22,1,2019-08-06,8,2019,6,0
131873,"B2zNk78oUo-","5d8e45368b5f3a513cf41732_B2zNk78oUo-_0.jpg"," ocean, outdoor, nature and water","#malta #bluegrotto #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel",1569341486,11,0,215718701,"Blue Grotto (Malta)","","Iz-Zurrieq, Malta",4,40,1,2019-09-24,9,2019,24,1
35463,"BzdkIAWINfU","5d34183e86e8091ae491dbf7_BzdkIAWINfU_4.jpg","","M A L T A <U+0001F334><U+2600><U+FE0F> #travel #roadtrip #discover #visit #landscape #sea #sun #beach #mountains #nature #photography #picoftheday #instagood #instapicture #amazing #malta #maltaphotography #maltaisland #maltagozo #maltalove <U+0001F525>",1562172659,44,NA,243916039,"Malta","","",4,40,0,2019-07-03,7,2019,3,1
183083,"B0TXA17nItb","5d5ac05386e8094271d0dd58_B0TXA17nItb_2.jpg","","#athens #greece #beach #beautiful #holiday",1563977724,23,0,395566370613971,"Greece-Athens","","Athens, Greece",2,22,0,2019-07-24,7,2019,24,0
118435,"B2TYrRti5EP","5d8e4f3c8b5f3a513cf4351c_B2TYrRti5EP_3.jpg","","#malta #malta<U+0001F1F2><U+0001F1F9> #holiday #wakacje #ciepelko #view #instaphoto #yellowmalta #exploremalta #malta2019 #travelmalta",1568273563,11,2,899970180161241,"Mdina, the Silent City","","L-Imdina, Malta",4,40,0,2019-09-12,9,2019,12,1
191862,"B0rE3Z4nKM-","5d5ab87a86e8094271d0caa8_B0rE3Z4nKM-_0.jpg","","Nothing like a little ancient history to put things into perspective. The ancient Greeks were beyond brilliant!! <U+0001F4A1> Next stop, Kefalonia, the jewel of the Ionian Sea and the ancestral home of one of my BFF’s @stephkarabatos!! Thanks for all the tips! We can’t wait to follow your lead! <U+0001F1EC><U+0001F1F7> <U+0001F1EC><U+0001F1F7> #greece #athens #acropolis #parthenon #sohot #melting #beautiful #history #historyiscool #iamadork #kefalonianext #travel",1564773516,54,2,240226368,"Hotel Grande Bretagne, a Luxury Collection Hotel, Athens","105 64","Athens, Greece",2,22,1,2019-08-02,8,2019,2,0
137547,"ByfzBc7l_Ii","5d5aea4986e8094271d13dbe_ByfzBc7l_Ii_3.jpg","","Day 1 - So that's day one done and dusted. To be perfectly honest, it's felt a lot longer than just one day. Time's blurring together as we've travelled from Melbourne to Doha to Athens, so it's hard to imagine it's just been ONE day.
But if I were to pick a city to spend my day through a jet-lagged delirium, Athens would be high up on that list.
A beautiful city. A truly beautiful city. We haven't even explored the mighty acropolis yet nor the rest of the Ancient Ruins, but that's for another time.
It was just so nice walking through the streets, hearing the mishmash of languages, seeing the red-tiled rooves, always seeing the Parthenon on the horizon. 
Athens is a beautiful city but it definitely has it's dark side too - I'd put it as a chaotic neutral. 
But overall, as I'm sitting at the bar of the hostel writing this, I'm excited to see what more this trip will have to offer.
Till tomorrow.
Roman highlight - the feed really hit me in the spot
Roman lowlight - all the people who could figute out we're tourists
Elli highlight - the views god damn
Elli lowlight - I spent 9 AUD on a bottle of water smh <U+0001F927>
#athens #athina #parthenon",1560100095,24,NA,213076173,"Athens, Greece","","Athens, Greece",2,22,0,2019-06-09,6,2019,9,0
208885,"B1XKRigAcVw","5d8f1f8e86e80933b9c9f1c8_B1XKRigAcVw_6.jpg","","Athens Greece,, #athens #athensgreece #europe #europevacations #vacation #friendsvacation #friendship",1566252747,140,0,NA,"","","",2,22,0,2019-08-19,8,2019,19,0
