"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","topic"
"RT @kenolin1: Today when Trump went low, he went into his bunker. 
#BunkerBoy is a coward.",FALSE,0,NA,2020-06-01 04:08:08,FALSE,NA,"1267306916352425984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeHighburyFC",175,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @EdanClay: Twitter won't let #BunkerBitch trend so #BunkerBoy will have to do. (But he's really a #BunkerBitch)",FALSE,0,NA,2020-06-01 04:08:08,FALSE,NA,"1267306915081662464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GracchusTS",157,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @TrumpsTaxes: Donald Trump - who once insisted that he would have rushed into a school unarmed in order to stop a school shooter - is hi…",FALSE,0,NA,2020-06-01 04:08:08,FALSE,NA,"1267306914389454848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosresist",597,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @kenolin1: What do you wanna bet #BunkerBoy is wearing a mask now?",FALSE,0,NA,2020-06-01 04:08:08,FALSE,NA,"1267306914251063298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","C312Ani",453,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @DerekCressman: #BunkerBoy turns out the lights",FALSE,0,NA,2020-06-01 04:08:07,FALSE,NA,"1267306911793319936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carolina_boy3",217,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @kenolin1: Today when Trump went low, he went into his bunker. 
#BunkerBoy is a coward.",FALSE,0,NA,2020-06-01 04:08:07,FALSE,NA,"1267306910920957953",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","snakemetalgear3",175,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @4everNeverTrump: Trump ran to a bunker which can survive a 747 crashing into it because a few hundred protestors outside the White Hous…",FALSE,0,NA,2020-06-01 04:08:07,FALSE,NA,"1267306910086303745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MadMolly10",552,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @kenolin1: Today when Trump went low, he went into his bunker. 
#BunkerBoy is a coward.",FALSE,0,NA,2020-06-01 04:08:07,FALSE,NA,"1267306909360705537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","garcia_alex19",175,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @USMC_wife_: #BunkerBoy
Wait a minute. So tough guy trump is hiding in a fucking bunker because of protesters?? #WhineyLittleBitch https…",FALSE,0,NA,2020-06-01 04:08:06,FALSE,NA,"1267306907909439489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SabirFarahsabir",34,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @MsActiviss: @jadedcreative it's over #bunkerboy https://t.co/djKBMJn8wT",FALSE,0,NA,2020-06-01 04:08:06,FALSE,NA,"1267306907208949761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heatherabarnes",110,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @jp_spooner: Pussy #BunkerBoy https://t.co/V7ykUA0NHo",FALSE,0,NA,2020-06-01 04:08:06,FALSE,NA,"1267306907187867653",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Damage77443143",178,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @jp_spooner: Pussy #BunkerBoy https://t.co/V7ykUA0NHo",FALSE,0,NA,2020-06-01 04:08:06,FALSE,NA,"1267306907099893761",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NEmpirecd2003",178,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @rosalita356: #BunkerBoy
No worries don ... 
junior will protect you https://t.co/ZZSdsmIphV",FALSE,0,NA,2020-06-01 04:08:06,FALSE,NA,"1267306906252648451",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KarenATTaylor",1,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @glennmerrill: @realDonaldTrump #BunkerBoy screaming from his Hitler hole. https://t.co/e5QwFqABfl",FALSE,0,NA,2020-06-01 04:08:06,FALSE,NA,"1267306905526915072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","45IS_Antichrist",141,TRUE,FALSE,NA,NA,"BunkerBoy"
"@realDonaldTrump Sleepy Joe had the balls to engage with the protestors today, #bunkerboy.",FALSE,0,"realDonaldTrump",2020-06-01 04:08:06,FALSE,"1267185107980496896","1267306905409662977","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3volved",0,FALSE,FALSE,NA,NA,"BunkerBoy"
"RT @TheEliasRework: @realDonaldTrump
  Only a whiny little bitch #Bunkerboy would further embarrass America by dimming the lights dark ....…",FALSE,0,NA,2020-06-01 04:08:05,FALSE,NA,"1267306903132086274",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TwoKidsAndAKite",147,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @Sirhaian: #BunkerBoy is now my favorite nickname for that racist pig.",FALSE,0,NA,2020-06-01 04:08:05,FALSE,NA,"1267306902469464067",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ryan76894900",1,TRUE,FALSE,NA,NA,"BunkerBoy"
"Always a tweet #Trump #BunkerBoy https://t.co/vvBTl19zJ9",FALSE,0,NA,2020-06-01 04:08:05,FALSE,NA,"1267306902263750656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Galfato24",0,FALSE,FALSE,NA,NA,"BunkerBoy"
"RT @PettyLupone: Man. This dude is in a bunker right now. How the hell is any of this real life.

Are we sure the world didn’t end in Nov 2…",FALSE,0,NA,2020-06-01 04:08:05,FALSE,NA,"1267306901060096000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","timlfranks1",174,TRUE,FALSE,NA,NA,"BunkerBoy"
"Current situation at the WH... #BunkerBoy Where is that MAGANight we were promised? Or were you tappin fat-fingered… https://t.co/ZwsPyJxjN6",FALSE,0,NA,2020-06-01 04:08:04,TRUE,NA,"1267306898526699520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LifeVestedGamer",0,FALSE,FALSE,NA,NA,"BunkerBoy"
"RT @CashConsider00: @realDonaldTrump The world has BEEN laughing at you, #BunkerBoy https://t.co/ltVv5fjtx0",FALSE,0,NA,2020-06-01 04:08:04,FALSE,NA,"1267306898233143296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OldandMad2017",268,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @Prof_Tweeper: Don't ever think protesting is a waste of time

- Cops kneeling w protesters
- Mayors promising to take down racist monum…",FALSE,0,NA,2020-06-01 04:08:04,FALSE,NA,"1267306897511780358",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BKSRLYF21",6,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @that5280lady: #BunkerBoy is my favorite hashtag of 2020.",FALSE,0,NA,2020-06-01 04:08:04,FALSE,NA,"1267306896815521793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngelaJHolt",1,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @xexorder: The fact that  #BunkerBoy is TRENDING 💀💀💀 https://t.co/OXCXzBsgrr",FALSE,0,NA,2020-06-01 04:08:04,FALSE,NA,"1267306895922139137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","simplyramaa",9,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @brat2381: I had forgotten about this 💀😭😂😂

#BunkerBoy https://t.co/o466YRbbrI",FALSE,0,NA,2020-06-01 04:08:03,FALSE,NA,"1267306895162970112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MadMolly10",11,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @H_MitchellPhoto: Donald Trump is a coward. 
#BunkerBoy",FALSE,0,NA,2020-06-01 04:08:03,FALSE,NA,"1267306895087370240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NikJoy2020",42,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @jeremynewberger: Donald Trump heads to his bunker. 
[File Photo]
#bunkerboy https://t.co/c2IkUdiWZJ",FALSE,0,NA,2020-06-01 04:08:03,FALSE,NA,"1267306894605066243",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Ebeneezer22",1,TRUE,FALSE,NA,NA,"BunkerBoy"
"RT @dylanmsmitty: Let’s be real. We have so many fucking problems right now. Race problems. Virus problems. Where’s the President? Hiding i…",FALSE,0,NA,2020-06-01 04:08:03,FALSE,NA,"1267306893216751617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cacusc98",25,TRUE,FALSE,NA,NA,"BunkerBoy"
